PaymentID,VendorID,VendorName,InvoiceNumber,InvoiceDate,DueDate,PaymentDate,PaymentAmount,PaymentMethod,Currency,InvoiceCategory,Comments,DiscountPercentage,CommentSentiment,Industry
1418,48,"Smith, Powell and Hernandez",INV1633,2024-01-26,2024-02-20,2024-02-20,2645.43,Check,GBP,Goods,Hundred run customer politics drive specific.,0.0,-0.44,Retail
1419,22,Avery-Smith,INV9306,2023-06-13,2023-07-08,2023-07-08,8350.51,Check,USD,Consulting,Physical lawyer cause factor game live popular.,0.0,0.21,Consulting
1420,98,"King, Clarke and Sanchez",INV9467,2024-02-16,2024-04-16,2024-04-16,8932.03,Wire Transfer,USD,Services,Soldier support matter.,1.24,0.97,Healthcare
1421,30,Powell PLC,INV6168,2023-06-26,2023-07-26,2023-07-26,7454.93,ACH,GBP,Goods,Find newspaper career clearly treatment.,4.44,0.04,Consulting
1422,88,Thomas-Hicks,INV1989,2023-02-03,2023-04-09,2023-04-14,17448.43,Credit Card,USD,Services,Shoulder fish news.,0.0,-0.44,Manufacturing
1423,96,Bishop and Sons,INV0482,2023-10-16,2023-11-20,2023-11-30,7820.22,Credit Card,GBP,Consulting,Reality cup note.,0.0,-0.97,Manufacturing
1424,87,"Brewer, Oliver and Cruz",INV2617,2023-04-08,2023-05-28,2023-06-05,6928.8,Wire Transfer,GBP,Services,Various role toward effort remember.,1.72,-0.25,Consulting
1425,8,Campbell-Oliver,INV8154,2023-03-15,2023-04-09,2023-04-09,5392.5,Credit Card,USD,Consulting,Your too rich alone front.,0.0,-0.79,Retail
1426,34,Scott-Butler,INV0062,2023-07-08,2023-08-12,2023-08-12,7310.25,Wire Transfer,USD,Consulting,Less threat use agent state rich statement.,1.42,0.51,Retail
1427,32,West Inc,INV1682,2023-03-02,2023-04-01,2023-04-08,8904.96,ACH,EUR,Goods,Nothing back specific name realize.,0.0,0.1,IT Services
1428,45,Anderson-Dawson,INV1802,2023-01-20,2023-03-21,2023-03-21,6152.18,Credit Card,GBP,Services,Suddenly so rock lawyer force almost purpose television.,0.0,0.37,Consulting
1429,36,Martin PLC,INV7996,2023-09-04,2023-10-24,2023-10-24,7073.57,Check,USD,Goods,Teach she or fight rise.,1.8,-0.55,Healthcare
1430,89,Beasley-Sanchez,INV7040,2023-07-11,2023-09-09,2023-09-17,13894.62,Credit Card,USD,Goods,Environmental contain deep speech issue stock.,0.0,-0.87,Manufacturing
1431,31,Hayes-Houston,INV6629,2024-03-17,2024-05-16,2024-05-28,17236.39,Wire Transfer,USD,Services,Cold federal decide case.,3.17,0.07,Manufacturing
1432,23,Thompson LLC,INV3828,2023-04-29,2023-06-08,2023-06-08,11642.55,ACH,GBP,Goods,Range wind Mr stuff.,3.49,-0.5,Consulting
1433,65,Mendoza-Burke,INV0477,2023-03-08,2023-04-22,2023-04-22,7681.17,Check,EUR,Services,Have seek charge after small necessary city.,0.0,-0.09,Manufacturing
1434,8,Campbell-Oliver,INV6155,2023-09-01,2023-09-26,2023-09-26,1795.52,Check,GBP,Goods,Road like series green simple fly.,3.72,0.92,Retail
1435,58,"Robertson, Mcpherson and Carlson",INV9094,2023-10-15,2023-12-19,2023-12-26,17326.32,Check,GBP,Consulting,Employee hundred good movie cultural.,0.0,0.1,Healthcare
1436,95,"Young, Lee and Pacheco",INV8180,2023-05-05,2023-07-09,2023-07-09,14786.8,Credit Card,EUR,Goods,Whether mind loss window center.,1.98,0.46,Manufacturing
1437,35,"Smith, Fritz and Garcia",INV6721,2023-08-19,2023-10-03,2023-10-08,3918.19,Check,EUR,Consulting,Job establish against song peace to share add.,0.0,0.29,Retail
1438,34,Scott-Butler,INV5554,2023-02-22,2023-03-29,2023-03-29,3336.93,Wire Transfer,GBP,Services,Opportunity lot number subject.,0.0,-0.35,Retail
1439,34,Scott-Butler,INV7157,2023-04-04,2023-05-09,2023-05-09,7925.94,ACH,USD,Services,Eye wind my democratic contain.,0.0,0.05,Retail
1440,54,Hawkins PLC,INV6694,2023-01-23,2023-02-27,2023-03-06,2622.14,Check,GBP,Goods,Late perhaps lawyer might important son.,0.0,0.94,Consulting
1441,36,Martin PLC,INV9077,2023-06-25,2023-08-14,2023-08-14,15414.24,ACH,GBP,Services,Show parent call blue single.,1.33,0.09,Healthcare
1442,58,"Robertson, Mcpherson and Carlson",INV3802,2023-01-12,2023-03-08,2023-03-08,4237.28,Credit Card,USD,Goods,Program life factor hair meeting instead.,0.0,-0.04,Healthcare
1443,100,"Walsh, Gomez and Meza",INV6807,2023-03-02,2023-05-01,2023-05-10,8820.51,Credit Card,USD,Consulting,Buy section than bar.,0.0,0.21,IT Services
1444,35,"Smith, Fritz and Garcia",INV4562,2023-01-24,2023-03-10,2023-03-10,5462.33,ACH,GBP,Goods,Season serve push hope.,0.0,-0.57,Retail
1445,30,Powell PLC,INV0172,2023-02-14,2023-03-16,2023-03-16,6929.42,Check,GBP,Consulting,Evening fill north usually trade.,3.67,-0.4,Consulting
1446,33,"Scott, Sanchez and James",INV5983,2023-11-23,2023-12-23,2023-12-23,6407.31,Check,USD,Goods,Road accept themselves senior.,0.0,0.6,Healthcare
1447,76,Perez Ltd,INV1937,2024-02-03,2024-03-24,2024-03-28,19204.08,Check,USD,Consulting,Join operation sing can activity age hear.,3.37,-0.34,Manufacturing
1448,95,"Young, Lee and Pacheco",INV2657,2024-03-25,2024-05-24,2024-05-24,16022.24,ACH,GBP,Services,Able news subject attention let.,0.0,0.68,Manufacturing
1449,51,Booth-Rojas,INV4312,2023-11-10,2023-12-05,2023-12-11,2123.53,ACH,GBP,Goods,Tax food boy oil trouble key true above.,1.61,0.44,Retail
1450,8,Campbell-Oliver,INV0693,2024-01-20,2024-02-24,2024-02-27,1649.42,Credit Card,EUR,Goods,Defense make station include green scene wife.,0.0,-0.43,Retail
1451,91,Hall Group,INV5864,2023-04-11,2023-05-21,2023-05-21,2443.86,Credit Card,EUR,Consulting,Prove believe big same include.,2.31,0.51,Retail
1452,22,Avery-Smith,INV6298,2023-06-20,2023-07-15,2023-07-24,10593.16,Credit Card,GBP,Goods,Her of see forget become someone small challenge.,1.6,0.64,Consulting
1453,31,Hayes-Houston,INV5190,2023-03-24,2023-05-28,2023-05-28,6226.5,ACH,EUR,Goods,Tree whose thing ready popular tell black.,0.0,-0.17,Manufacturing
1454,77,Montgomery-Smith,INV6610,2023-06-20,2023-08-04,2023-08-04,6872.65,ACH,EUR,Services,Cell space its trip teach town at.,2.28,-0.0,Consulting
1455,73,"Mckinney, Lloyd and Davis",INV8407,2023-02-27,2023-04-18,2023-04-28,7773.21,Credit Card,USD,Goods,Guess conference money role.,0.0,0.39,Manufacturing
1456,38,Kelly-Coleman,INV1071,2023-10-25,2023-12-29,2023-12-29,5756.7,Wire Transfer,EUR,Goods,Network according act remain enjoy.,0.0,-0.16,Manufacturing
1457,61,Cunningham-Howard,INV4125,2024-01-16,2024-03-11,2024-03-18,16249.81,ACH,EUR,Consulting,One result early yourself however successful.,0.0,-0.75,Healthcare
1458,26,Martin PLC,INV3171,2023-03-26,2023-05-05,2023-05-05,9753.15,ACH,GBP,Goods,Between take middle property industry.,1.47,0.42,Consulting
1459,83,Vasquez Inc,INV9076,2023-09-28,2023-10-23,2023-10-23,14292.12,Wire Transfer,USD,Goods,Against seem something baby language subject room.,0.0,0.07,Healthcare
1460,41,"Garcia, Lopez and Kaufman",INV9055,2023-09-13,2023-11-07,2023-11-07,9935.69,Check,USD,Consulting,Citizen hard wrong wind white.,1.34,0.04,IT Services
1461,13,"Faulkner, Mccormick and English",INV8558,2024-01-01,2024-01-26,2024-01-30,6882.84,Check,USD,Goods,Practice dinner point pull range.,4.97,-0.55,Manufacturing
1462,43,Johnson-Roberts,INV1055,2023-05-15,2023-06-24,2023-06-24,6720.95,Credit Card,USD,Goods,Item wish consumer east explain trouble board.,1.87,0.85,Retail
1463,33,"Scott, Sanchez and James",INV4222,2023-10-18,2023-11-22,2023-12-04,5645.86,Wire Transfer,EUR,Services,Positive enjoy last large.,3.5,0.54,Healthcare
1464,1,Gibson-Patterson,INV2790,2023-05-29,2023-08-02,2023-08-12,6173.29,Check,USD,Services,Production head account month hot opportunity sit which.,0.0,0.13,Manufacturing
1465,77,Montgomery-Smith,INV1988,2023-09-22,2023-11-11,2023-11-16,6794.18,Check,EUR,Consulting,Article boy put.,0.0,-0.02,Consulting
1466,55,"Stevens, Cunningham and Green",INV9991,2024-01-03,2024-01-28,2024-01-28,6937.94,Check,GBP,Consulting,Minute impact couple time another people.,1.47,0.66,Retail
1467,84,"Gibbs, Calderon and Larson",INV6427,2024-01-19,2024-02-23,2024-02-23,6752.46,Wire Transfer,GBP,Goods,Forget answer much spend according whatever.,0.0,0.55,Healthcare
1468,68,Watson Inc,INV5347,2023-09-22,2023-10-22,2023-10-22,9161.39,ACH,USD,Consulting,Another dinner he against.,0.0,0.38,Healthcare
1469,29,Moore Inc,INV7317,2023-06-19,2023-07-29,2023-07-29,19704.77,ACH,USD,Consulting,Available first audience adult themselves her.,0.0,0.72,Manufacturing
1470,10,"Tucker, Morales and Smith",INV5111,2024-01-29,2024-03-29,2024-03-29,9650.86,Wire Transfer,GBP,Goods,Find authority hundred.,3.38,0.62,Consulting
1471,67,"Stein, Melendez and Price",INV2090,2023-05-03,2023-06-27,2023-06-27,8374.05,Check,USD,Goods,Field probably despite it money service according.,0.0,-0.74,IT Services
1472,42,Marshall and Sons,INV1031,2023-02-07,2023-03-19,2023-03-19,11357.21,Credit Card,GBP,Services,Method stop through five card lead region pressure.,0.0,0.63,Healthcare
1473,16,Miller PLC,INV1677,2023-09-10,2023-10-05,2023-10-05,5376.73,ACH,GBP,Goods,Environmental young where since medical season.,0.0,-0.54,Manufacturing
1474,86,Reed LLC,INV6853,2023-09-10,2023-10-15,2023-10-24,4663.34,Wire Transfer,USD,Consulting,Responsibility professional before thought probably prevent.,2.73,-0.41,Retail
1475,65,Mendoza-Burke,INV7813,2023-11-02,2023-12-22,2023-12-22,16999.72,ACH,EUR,Consulting,Total not maybe until whatever.,3.21,-0.25,Manufacturing
1476,90,Lara PLC,INV4987,2023-11-10,2023-12-05,2023-12-05,6549.73,Credit Card,USD,Services,Citizen yes seek analysis.,0.0,-0.23,IT Services
1477,68,Watson Inc,INV9264,2024-01-23,2024-02-27,2024-02-27,8962.89,Check,GBP,Consulting,Ball form specific product modern.,3.95,-0.93,Healthcare
1478,70,"Knight, Wilson and Pennington",INV8113,2023-01-20,2023-03-01,2023-03-05,10003.61,Check,GBP,Goods,Garden level cup.,2.51,-0.96,Healthcare
1479,61,Cunningham-Howard,INV2193,2023-08-16,2023-10-15,2023-10-15,11634.38,Wire Transfer,USD,Goods,Place left none cold this model off.,3.62,0.44,Healthcare
1480,84,"Gibbs, Calderon and Larson",INV9587,2023-03-01,2023-03-26,2023-03-26,5575.69,Check,EUR,Consulting,Just lay middle type hair southern.,0.0,-0.66,Healthcare
1481,99,Harris and Sons,INV1655,2023-12-08,2024-01-12,2024-01-12,2113.01,Credit Card,GBP,Consulting,Save environment itself report management reason peace.,2.01,0.01,Retail
1482,78,"Hensley, Schmidt and Mcdonald",INV8397,2023-11-17,2024-01-16,2024-01-16,1056.43,ACH,GBP,Goods,Who meet marriage reveal seat.,0.0,0.04,Retail
1483,34,Scott-Butler,INV9019,2023-11-20,2023-12-20,2023-12-20,2335.79,Credit Card,USD,Services,Sit whole type condition.,3.4,0.13,Retail
1484,1,Gibson-Patterson,INV4130,2023-01-27,2023-04-02,2023-04-02,14090.95,Credit Card,USD,Goods,Hear political perform sing street kind.,0.0,-0.37,Manufacturing
1485,42,Marshall and Sons,INV7762,2023-09-15,2023-11-04,2023-11-04,8836.68,Wire Transfer,EUR,Consulting,Issue billion part open despite control almost maintain.,0.0,-0.45,Healthcare
1486,65,Mendoza-Burke,INV0327,2023-09-10,2023-10-25,2023-10-25,5747.71,Wire Transfer,GBP,Consulting,I out produce then party quickly.,0.0,0.94,Manufacturing
1487,50,Ford Inc,INV3246,2023-02-26,2023-03-23,2023-03-23,13482.57,Wire Transfer,GBP,Goods,Member some yard.,1.33,-0.61,Healthcare
1488,4,"Sanchez, Hopkins and Burns",INV5790,2023-05-14,2023-07-13,2023-07-13,5465.1,Wire Transfer,GBP,Consulting,Hour man class fine fear.,0.0,0.25,Consulting
1489,4,"Sanchez, Hopkins and Burns",INV9086,2023-10-26,2023-12-20,2023-12-20,10798.76,Check,GBP,Goods,Real money after.,1.26,0.43,Consulting
1490,62,Campbell-Stewart,INV5312,2023-12-20,2024-01-19,2024-01-27,3934.79,Check,EUR,Goods,Bag situation scientist worry mean claim.,0.0,0.53,Healthcare
1491,11,"Orr, Mckinney and Meyer",INV6685,2023-11-28,2023-12-28,2023-12-28,17334.05,Check,EUR,Consulting,Standard machine PM.,0.0,0.24,Healthcare
1492,38,Kelly-Coleman,INV8199,2023-06-14,2023-08-08,2023-08-08,8734.74,Credit Card,EUR,Services,Concern both democratic organization statement.,0.0,-0.13,Manufacturing
1493,96,Bishop and Sons,INV8143,2023-04-15,2023-05-20,2023-05-20,5957.38,Credit Card,GBP,Goods,Suddenly night stuff investment.,0.0,-0.45,Manufacturing
1494,39,"Carpenter, Hamilton and Wood",INV7836,2023-09-09,2023-10-09,2023-10-09,6317.6,Credit Card,GBP,Goods,Economic offer administration drug computer.,0.0,-0.2,Consulting
1495,54,Hawkins PLC,INV1677,2023-11-03,2023-12-08,2023-12-08,2430.71,Check,EUR,Consulting,Lead hold lead support.,0.0,-0.76,Consulting
1496,57,"Brown, Casey and Morgan",INV6823,2023-01-20,2023-03-21,2023-03-21,7079.42,ACH,GBP,Services,Evening floor doctor science.,5.0,0.36,IT Services
1497,91,Hall Group,INV3249,2023-02-03,2023-03-15,2023-03-15,1747.98,Check,USD,Goods,Professional first chair Republican role money.,1.6,0.51,Retail
1498,18,"Gutierrez, Kennedy and White",INV5935,2023-07-03,2023-08-22,2023-08-22,9080.42,Wire Transfer,EUR,Consulting,If know nearly stock price.,4.29,-0.52,IT Services
1499,81,"Sanchez, Cantu and Collins",INV7988,2023-11-20,2024-01-09,2024-01-12,17381.58,ACH,GBP,Goods,Husband single anyone.,0.0,-0.47,Healthcare
1500,83,Vasquez Inc,INV5601,2023-11-18,2023-12-18,2023-12-18,7593.24,Credit Card,GBP,Services,Exactly everybody scientist exactly drive.,2.3,0.92,Healthcare
1501,90,Lara PLC,INV9345,2023-12-28,2024-02-01,2024-02-01,5291.33,Check,EUR,Services,Manager artist sister lawyer easy make.,3.76,-0.25,IT Services
1502,33,"Scott, Sanchez and James",INV9459,2024-03-24,2024-04-28,2024-05-05,14564.84,Credit Card,GBP,Services,Enter board both day west themselves population.,0.0,0.21,Healthcare
1503,42,Marshall and Sons,INV3962,2023-04-08,2023-05-23,2023-05-23,14262.19,Check,EUR,Consulting,With your speak wait involve.,4.22,-0.87,Healthcare
1504,71,Villarreal-Mckenzie,INV9168,2024-02-10,2024-03-31,2024-04-03,2476.77,ACH,GBP,Consulting,Goal field off hold back.,0.0,-0.15,Retail
1505,36,Martin PLC,INV6132,2023-01-10,2023-02-19,2023-02-19,6101.74,Credit Card,GBP,Goods,Way within ahead stop soon.,0.0,0.43,Healthcare
1506,14,"Parker, Larson and Conway",INV2726,2023-12-01,2024-01-30,2024-02-01,4448.04,Credit Card,USD,Goods,Design fund service particularly.,4.56,-0.1,IT Services
1507,44,Rose Inc,INV3148,2023-09-25,2023-10-20,2023-10-26,4128.07,Credit Card,USD,Consulting,Power hot traditional force result low need.,2.85,0.6,Consulting
1508,47,Roach Ltd,INV6701,2024-01-27,2024-04-01,2024-04-09,8046.66,Wire Transfer,GBP,Goods,Where management north body large.,0.0,0.32,Consulting
1509,38,Kelly-Coleman,INV3487,2023-06-26,2023-08-20,2023-08-20,6737.52,Credit Card,GBP,Consulting,Believe him garden way.,0.0,-0.41,Manufacturing
1510,34,Scott-Butler,INV2933,2023-07-27,2023-08-31,2023-08-31,5287.93,ACH,EUR,Consulting,Structure food change lead gun.,0.0,-0.67,Retail
1511,15,Gordon-Morris,INV6289,2023-12-25,2024-02-23,2024-02-26,1246.87,Check,EUR,Services,Whatever future physical rate.,0.0,0.14,Retail
1512,67,"Stein, Melendez and Price",INV0378,2023-11-14,2024-01-18,2024-01-21,4188.86,ACH,USD,Services,Carry her either generation great physical.,0.0,0.3,IT Services
1513,4,"Sanchez, Hopkins and Burns",INV6621,2023-02-14,2023-04-10,2023-04-10,3008.88,Wire Transfer,GBP,Services,Develop industry participant opportunity plan mention.,0.0,-0.93,Consulting
1514,5,"Wright, Wilson and Thomas",INV5766,2023-02-27,2023-04-08,2023-04-17,4735.36,Wire Transfer,USD,Services,Produce green suffer not.,0.0,-0.56,Healthcare
1515,32,West Inc,INV1166,2023-02-07,2023-03-09,2023-03-09,14736.04,Wire Transfer,GBP,Consulting,Way mean act by natural create.,2.51,0.56,IT Services
1516,80,"Campbell, Ryan and Ramirez",INV0751,2024-01-29,2024-03-19,2024-03-19,16040.74,Check,GBP,Consulting,Section enjoy majority special though coach.,3.8,-0.31,Healthcare
1517,46,Mccarthy-Moreno,INV8947,2023-02-03,2023-03-30,2023-03-30,15497.16,Credit Card,USD,Goods,Various yeah impact they sing.,3.43,0.71,Manufacturing
1518,49,Gamble PLC,INV7618,2023-11-24,2024-01-18,2024-01-18,1711.89,ACH,EUR,Goods,Simply tax loss left professor generation nor physical.,4.56,-0.5,Retail
1519,4,"Sanchez, Hopkins and Burns",INV7690,2023-08-20,2023-10-19,2023-10-19,4870.13,Credit Card,USD,Goods,Develop alone sound computer letter apply.,1.84,0.71,Consulting
1520,11,"Orr, Mckinney and Meyer",INV6504,2023-09-16,2023-10-21,2023-10-22,11897.42,ACH,USD,Services,North majority knowledge recently.,2.52,0.89,Healthcare
1521,29,Moore Inc,INV8333,2023-05-20,2023-06-29,2023-06-30,7924.83,Check,USD,Goods,Stand exist set drive agency single.,0.0,0.26,Manufacturing
1522,43,Johnson-Roberts,INV8189,2023-06-30,2023-08-14,2023-08-14,2450.79,Wire Transfer,USD,Services,Represent Democrat boy difficult ago too.,2.88,-0.62,Retail
1523,94,"Smith, Owen and Barry",INV6412,2023-04-11,2023-05-06,2023-05-06,5293.04,Check,EUR,Goods,Possible machine pattern test.,0.0,-0.66,Manufacturing
1524,14,"Parker, Larson and Conway",INV8968,2023-11-09,2024-01-03,2024-01-03,10374.69,ACH,GBP,Consulting,Rest hit right art compare really.,2.91,0.41,IT Services
1525,40,Nicholson Group,INV6834,2023-06-27,2023-08-01,2023-08-06,9157.75,Credit Card,EUR,Consulting,Staff out artist rich during computer.,4.09,0.61,Consulting
1526,11,"Orr, Mckinney and Meyer",INV9729,2024-02-23,2024-03-19,2024-03-19,11185.38,Check,GBP,Services,Drive democratic worker whole.,1.51,-0.85,Healthcare
1527,50,Ford Inc,INV8457,2023-03-14,2023-04-18,2023-04-18,8966.81,Check,GBP,Consulting,Speak eat late common office.,3.59,0.39,Healthcare
1528,17,Gonzalez LLC,INV9280,2023-12-27,2024-02-05,2024-02-05,8722.17,Credit Card,GBP,Services,Best reality east stage herself.,0.0,0.04,Consulting
1529,62,Campbell-Stewart,INV3626,2023-11-15,2023-12-15,2023-12-15,10774.78,Wire Transfer,USD,Consulting,Space method agency agency last science likely.,0.0,-0.08,Healthcare
1530,63,"Wilson, Arnold and Mcclain",INV1963,2023-03-30,2023-05-24,2023-05-24,3726.99,Wire Transfer,GBP,Goods,Example affect father any company collection manager score.,1.34,0.88,Consulting
1531,100,"Walsh, Gomez and Meza",INV1695,2023-05-13,2023-07-17,2023-07-17,11909.15,Check,GBP,Consulting,Report thus financial majority something player daughter.,0.0,0.04,IT Services
1532,67,"Stein, Melendez and Price",INV1406,2023-02-14,2023-04-10,2023-04-10,3790.81,Credit Card,GBP,Services,Table put general firm rise employee explain.,0.0,-0.07,IT Services
1533,66,Whitaker and Sons,INV4225,2023-07-12,2023-09-05,2023-09-09,12600.1,Wire Transfer,USD,Consulting,Return century beat example skin activity.,0.0,0.68,Manufacturing
1534,44,Rose Inc,INV3275,2024-03-24,2024-04-23,2024-04-23,2503.65,Wire Transfer,EUR,Goods,Hear force without none hear wait pull somebody.,2.67,-0.27,Consulting
1535,35,"Smith, Fritz and Garcia",INV1176,2024-03-25,2024-05-14,2024-05-14,2625.07,Credit Card,USD,Consulting,Spring write floor treat make.,4.25,-0.4,Retail
1536,18,"Gutierrez, Kennedy and White",INV9943,2023-10-05,2023-11-19,2023-11-19,11646.6,Credit Card,GBP,Services,Bill democratic our sell.,0.0,-0.71,IT Services
1537,43,Johnson-Roberts,INV5546,2024-03-21,2024-05-10,2024-05-17,6452.25,Credit Card,USD,Goods,Figure relate and rather natural still current.,0.0,0.86,Retail
1538,88,Thomas-Hicks,INV4807,2023-10-11,2023-12-10,2023-12-10,9869.98,Wire Transfer,USD,Services,Trial fear level minute evidence beat direction.,4.44,-0.18,Manufacturing
1539,9,Alexander Ltd,INV9028,2024-02-18,2024-03-24,2024-03-24,6147.28,Wire Transfer,USD,Consulting,Law war past during report say.,2.16,-0.55,Retail
1540,60,Stein LLC,INV4169,2023-01-06,2023-02-25,2023-02-25,10408.47,ACH,GBP,Goods,Like control science owner wall upon.,4.86,-0.67,Manufacturing
1541,14,"Parker, Larson and Conway",INV5357,2024-03-05,2024-05-09,2024-05-09,3097.48,ACH,USD,Services,Nor smile ever involve image food president.,3.94,-0.44,IT Services
1542,59,Barnes-Hall,INV2986,2024-01-11,2024-02-20,2024-02-23,4479.95,ACH,EUR,Consulting,Right reality forward thank.,2.95,-0.69,Consulting
1543,67,"Stein, Melendez and Price",INV7920,2023-09-07,2023-11-06,2023-11-13,8257.59,Check,USD,Consulting,Discover yourself item brother person.,1.23,0.53,IT Services
1544,57,"Brown, Casey and Morgan",INV0130,2023-06-09,2023-08-13,2023-08-13,6754.43,ACH,EUR,Services,Nothing still smile into price.,4.92,0.04,IT Services
1545,15,Gordon-Morris,INV4342,2023-06-11,2023-08-15,2023-08-15,2409.66,Credit Card,GBP,Goods,Once past outside charge newspaper daughter.,0.0,-0.63,Retail
1546,94,"Smith, Owen and Barry",INV7006,2024-03-02,2024-04-06,2024-04-06,12506.88,Wire Transfer,USD,Goods,Hair direction agency.,1.73,-0.38,Manufacturing
1547,95,"Young, Lee and Pacheco",INV7086,2023-09-04,2023-10-29,2023-11-06,6069.34,Credit Card,GBP,Goods,Home total later game new half.,0.0,-0.25,Manufacturing
1548,97,Rasmussen-Pruitt,INV8709,2023-03-31,2023-04-30,2023-04-30,10429.15,Check,USD,Goods,Director follow happen media reflect.,0.0,-0.06,Consulting
1549,66,Whitaker and Sons,INV6897,2023-10-04,2023-11-28,2023-12-03,17986.51,Check,USD,Goods,Skin peace likely baby bit.,0.0,-0.3,Manufacturing
1550,43,Johnson-Roberts,INV5630,2023-11-23,2024-01-07,2024-01-15,3262.75,Check,GBP,Goods,They behind industry nor another save thing.,1.26,-0.33,Retail
1551,50,Ford Inc,INV5876,2023-08-03,2023-08-28,2023-09-01,5580.78,ACH,EUR,Consulting,Throughout charge until candidate person.,4.77,-0.24,Healthcare
1552,39,"Carpenter, Hamilton and Wood",INV2858,2023-03-07,2023-04-06,2023-04-06,2892.32,ACH,EUR,Goods,Human ahead technology entire cover.,0.0,-0.44,Consulting
1553,93,"White, Johnson and Cobb",INV6400,2023-04-01,2023-05-16,2023-05-16,4211.48,Wire Transfer,EUR,Consulting,Somebody civil writer same wish fear will check.,0.0,0.48,Healthcare
1554,7,Doyle LLC,INV3073,2023-10-20,2023-12-09,2023-12-09,11603.19,Credit Card,GBP,Services,Stock economic without often effect.,4.42,0.44,IT Services
1555,24,"Mason, Greene and Hubbard",INV1849,2023-11-23,2024-01-07,2024-01-07,5844.94,Wire Transfer,EUR,Services,Her writer fish ready those wish.,4.37,0.31,Retail
1556,98,"King, Clarke and Sanchez",INV5599,2023-12-26,2024-02-24,2024-02-24,5072.08,Wire Transfer,USD,Services,Single lead outside baby edge catch your.,2.66,0.01,Healthcare
1557,19,Hill Inc,INV3581,2023-04-01,2023-05-16,2023-05-16,17864.12,ACH,EUR,Consulting,Phone make task treat young knowledge.,0.0,0.05,Healthcare
1558,52,Palmer Group,INV0099,2023-06-17,2023-07-12,2023-07-12,11854.12,ACH,USD,Consulting,Eight large option boy inside film collection.,0.0,0.36,Manufacturing
1559,63,"Wilson, Arnold and Mcclain",INV2162,2023-01-16,2023-03-22,2023-03-22,9200.57,Credit Card,USD,Services,Television professor reflect financial father.,1.73,0.43,Consulting
1560,56,"Bishop, Turner and Baker",INV7080,2023-05-15,2023-07-19,2023-07-31,1387.08,Wire Transfer,USD,Services,Outside skin reduce.,0.0,0.65,Retail
1561,55,"Stevens, Cunningham and Green",INV6746,2024-01-27,2024-03-02,2024-03-04,3305.4,Check,USD,Consulting,Hour moment some sort poor young.,1.92,0.45,Retail
1562,82,Thomas-Smith,INV7520,2023-06-19,2023-08-23,2023-09-03,3894.47,Credit Card,USD,Consulting,Describe research performance whole government.,1.22,0.04,Retail
1563,52,Palmer Group,INV7169,2023-01-27,2023-02-21,2023-02-21,5585.5,Check,USD,Consulting,Others meet article real.,3.53,-0.79,Manufacturing
1564,61,Cunningham-Howard,INV2490,2023-11-10,2024-01-14,2024-01-14,9356.55,Credit Card,EUR,Services,Investment key bed present until across.,2.59,-0.19,Healthcare
1565,7,Doyle LLC,INV4701,2023-08-15,2023-09-29,2023-09-29,4305.56,Wire Transfer,USD,Services,Wear study friend state politics agree room.,4.53,-0.91,IT Services
1566,36,Martin PLC,INV6864,2024-02-13,2024-04-03,2024-04-05,16328.36,Wire Transfer,USD,Services,Campaign these community truth seem newspaper.,3.7,-1.0,Healthcare
1567,100,"Walsh, Gomez and Meza",INV9731,2023-07-06,2023-09-09,2023-09-09,9980.59,Credit Card,GBP,Goods,Bag step history gun sort green threat.,4.48,0.89,IT Services
1568,45,Anderson-Dawson,INV8255,2023-04-28,2023-06-22,2023-06-22,6114.77,Credit Card,USD,Services,Might blood site blue old safe.,1.21,0.72,Consulting
1569,72,"Conner, Smith and Simon",INV8457,2024-03-10,2024-04-04,2024-04-08,1230.8,Credit Card,GBP,Goods,With example offer if city us.,3.74,-0.04,Retail
1570,65,Mendoza-Burke,INV4105,2023-02-18,2023-04-09,2023-04-09,15306.24,Check,USD,Consulting,Author fire poor knowledge.,0.0,-0.44,Manufacturing
1571,7,Doyle LLC,INV9396,2023-06-04,2023-07-19,2023-07-25,12021.8,Wire Transfer,USD,Goods,Near late matter when.,4.94,0.81,IT Services
1572,69,Mann-Fischer,INV4524,2023-06-15,2023-08-14,2023-08-19,12553.83,ACH,USD,Goods,Need born have some many performance.,4.89,0.16,IT Services
1573,33,"Scott, Sanchez and James",INV7557,2023-10-29,2023-11-28,2023-12-07,10328.93,Credit Card,EUR,Goods,Could sense nice mean follow million color policy.,2.39,-0.56,Healthcare
1574,20,Taylor-Reyes,INV4364,2024-01-06,2024-03-06,2024-03-06,14763.83,Wire Transfer,GBP,Consulting,Role worry recent develop.,1.8,0.84,IT Services
1575,95,"Young, Lee and Pacheco",INV3171,2024-03-23,2024-05-27,2024-06-03,19182.48,Check,EUR,Goods,Fast Republican right society.,0.0,-0.12,Manufacturing
1576,74,Wood Inc,INV3893,2023-07-08,2023-08-02,2023-08-04,13063.18,ACH,USD,Services,Catch edge kitchen list.,0.0,0.09,IT Services
1577,46,Mccarthy-Moreno,INV5497,2023-12-27,2024-02-20,2024-02-20,5230.8,ACH,GBP,Consulting,Action forward away none project.,3.31,0.04,Manufacturing
1578,90,Lara PLC,INV1599,2023-01-21,2023-02-25,2023-02-25,3707.55,ACH,GBP,Consulting,Order class economic order difficult.,0.0,-0.46,IT Services
